Moment 1,Moment 2,Moment 3,Value 1,Value 2,Value 3,seed
0,1,2,2.323176471615818e-05,1.4416394382929423e-05,8.980788989665733e-06,221274589
0,1,4,2.1494922824801856e-05,1.3038018161228182e-05,1.3265245908334374e-06,1528544
0,1,5,2.0473975450823497e-05,1.3067111514157392e-05,6.584143652557198e-06,614623306
0,1,6,2.4727959206560086e-05,1.5065013154363228e-05,3.2800839037113598e-06,928017845
0,1,7,2.8453392681093686e-05,1.946844762514859e-05,1.6659611191365128e-06,1890879262
0,1,8,9.634130816144338e-05,5.0160002660678326e-05,1.8417354832648655e-06,111479875
0,1,9,7.055201720279805e-05,3.9788826439115946e-05,1.7246115350191122e-06,1240703644
0,1,10,0.00030021812261764135,0.0001507703099455659,2.943975465360834e-06,6008741
0,2,4,2.317100908392059e-05,8.119248831212631e-06,3.4118720558814075e-06,878138450
0,2,5,1.640461986178397e-05,5.2322633630785115e-06,8.414615075189419e-07,1695224806
0,2,6,1.7929545218456246e-05,4.663106127102306e-06,1.971990101827395e-06,946861457
0,2,7,3.067243517237312e-05,9.135605682756465e-06,1.2214529771606924e-06,2113841034
0,2,8,3.662718237835666e-05,1.1763796113745117e-05,1.5260237677513818e-06,2133639821
0,2,9,3.084716820149066e-05,1.1063199851404901e-05,1.6467795887436343e-06,1730357841
0,2,10,3.4449579241331104e-05,1.4027031642562066e-05,6.748694976616701e-06,1003285365
0,4,5,1.6843560064502978e-05,3.4287030172701172e-06,3.574824380603585e-06,1521699609
0,4,6,2.9018133825411465e-05,7.414231565668458e-06,6.978681933774096e-06,1608604866
0,4,7,1.0384726048052073e-05,1.3509650280633467e-06,1.3631125264960568e-06,2638479
0,4,8,1.01211367460421e-05,1.1959368349752198e-06,7.009403679769908e-07,257266028
0,4,9,1.1239092839164733e-05,1.5698755285111562e-06,2.490552850665654e-06,1912019066
0,4,10,4.253236420194864e-05,1.869862404048627e-06,1.355637187485845e-06,774875147
0,5,6,1.2782367246379163e-05,1.993739904556108e-06,1.8756622383777863e-06,388405861
0,5,7,1.801256692960448e-05,1.074317765366139e-06,1.136418969710805e-06,1582398444
0,5,8,9.884444261880016e-06,1.304703455463645e-06,1.3301830081909837e-06,1174943782
0,5,9,2.0186184621639783e-05,2.4509709595717906e-06,7.480608217077725e-06,391395188
0,5,10,2.144991997483752e-05,1.3421731449410686e-05,7.151904726314845e-06,1904719638
0,6,7,1.7666166555596592e-05,8.772181104926622e-07,8.184226180349603e-07,2057558839
0,6,8,1.8949863488225127e-05,2.168969323754336e-06,1.815207515403307e-06,114008377
0,6,9,3.450764403016454e-05,3.0899909932893523e-06,3.24313490066255e-06,1934524503
0,6,10,2.199334523520139e-05,1.6462332381253298e-06,1.9541221455349583e-06,171793075
0,7,8,6.221574278314966e-05,1.8712895787377264e-06,1.7162018156768247e-06,1058903984
0,7,9,6.519994483328241e-05,3.988561598101335e-06,3.5346122321298183e-06,1216078578
0,7,10,7.530885591587442e-05,1.4299059517614667e-06,1.3011298949721494e-06,1231353853
0,8,9,0.00014395412224442366,1.3705902581281767e-06,1.2880349026249697e-06,353665530
0,8,10,0.00016966251890464877,1.6912687091235433e-06,1.531589207855285e-06,1892104885
0,9,10,0.00028437071240368513,8.21658687658912e-06,7.133908352233368e-06,2108368529
